text,label
Methanex downgraded at TD Securities on valuation,0
Rio Tinto downgraded to neutral from overweight at J.P. Morgan,0
"AbbVie EPS beats by $0.02, beats on revenue",1
$EBAY - EBay +6% after selling StubHub https://t.co/Ygks1CTWVq,1
$USO $UNG $UGAZ - U.S. rig count falls for seventh straight week https://t.co/LZLLzMVVPX,1
Wall Street set for higher open as trade deal hopes build,1
Aquestive shares jump on FDA approval,1
$KHC - Kraft +3% after sales update https://t.co/eAFo7YSXIl,1
"Participation Of BSNL, MTNL In Spectrum Auction May Lead To Conflict Of Interest: Department Of Telecom ",0
S.F. Fed's Daily News Sentiment Index shows mood worsened in January https://t.co/unbipUYtg1,0
Pound falls as Boris Johnson taken to intensive care for COVID-19 https://t.co/5JQIgSSH7P by @OscarWGrut https://t.co/7h0RrKnKHK,0
U.S. stocks are staging a remarkable two-day rally. But many analysts are calling the recent run a rally within a b… https://t.co/dR44js6oyO,1
Immunomedics shares more than doubled after a study of its breast cancer drug was stopped early on promising results https://t.co/8x5IPaMhFd,1
October consumer credit up 5.5%; revolving credit up 8.8%; nonrevolving credit up 4.3% (SAAR): https://t.co/LNINoFNBWC,1
"JPMorgan Chase chief Jamie Dimon said he expects the coronavirus crisis to include a ""bad recession"" and elements o… https://t.co/w8hyHTe0yW",0
MCig up 9% on CBD distribution deals,1
"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis,… https://t.co/DfPJxkxz36",0
Dunkin' Brands lifts dividend and buyback as 2020 outlook shy of estimates,1
Bilibili +2.6% on accelerating revenue growth,1
Hedge Funds Have Never Been This Bullish On Trecora Resources (TREC),1
Wall St. volatility raises fears of another selloff #Samp;P500 #economy #MarketScreener https://t.co/j4Jebb8qvW https://t.co/itcItsWEb1,0
$ROAD - Construction Partners slips 19% post Q4 results miss; provides FY20 outlook https://t.co/00R6LD8U3K,0
$PHUN - Phunware gains on coronavirus mobile solution https://t.co/50fjiJNUhz,1
Kohl's stock price target cut to $48 from $52 at Deutsche Bank,0
Ebay stock up 5.4%in Monday premarket trading,1
$USO US Energy Information Administration.. projects US cuts of 2million BPD of crude oil,0
WATCH: Why is 2019 on pace to be the largest year ever for healthcare technology? @GoldmanSachs Investment Banking… https://t.co/TJKrWqal07,1
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,1
"Today is a good time to buy the only #dividend king in REITdom, says @rbradthomas.   https://t.co/KcNTjUbJts  $FRT… https://t.co/fCWqqae7N8",1
Macy's now sees full-year sales down 2.5% to down 2.0% vs. prior about flat,0
"Time for more OPEC cuts Crude +822K, Exp. -3MM Gasoline +5.405MM Distillate +4.118MM Cushing -3.393MM Production -100Kbpd",1
Watch $MARK over 43c in after-hours for continuation targeting the 50c area initially,1
"Allakos $ALLK buyer of 1000 January $150 calls $3.10, recent report of it exploring options",1
"Healthcare Services Group, Inc. (HCSG): Hedge Funds Are Cashing Out",0
AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results,1
"Gold hovered near $1,700 an ounce, extending its rally to the highest in more than 7 years https://t.co/frfLbMdeVp https://t.co/dNMkIo8PEY",1
The mood is upbeat on markets ahead of Thanksgiving #Stock #MarketScreener https://t.co/NxpndHvCKP https://t.co/gzcevw7HEv,1
"Voters in key 2020 election states are growing increasingly pessimistic about the economy, as the coronavirus crisi… https://t.co/5hJJPXZ9mB",0
"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears https://t.co/E3lDUFByFi",0
In  1.60 $NYMT on news 6000 shares. Stock fell 80% and now can run big,1
Ciena stock price target raised to $47 vs. $43 at Instinet,1
Toyota in Growth Mode Defies Slowdown in Global Vehicle Demand,1
$TSLA - Why Tesla Remains A Strong Buy. https://t.co/LyHcrFPlEH #markets #stocks #business,1
Stock Market Update: Disney Leads Dow Higher In Sideways Trade,1
WTI crude oil slides 1.5% after surprise build in U.S. inventories https://t.co/k4nUbMnFw1 https://t.co/7QHRf46m26,0
$ZYXI - Zynex reports 126% order growth and raises Q1 and FY2020 revenue outlook https://t.co/8ttUvBXTam,1
Dow up 0.2%; S&P 500 rises 0.1%,1
$MBOT (+1.5% pre) Global Jurisdictions Continue to Recognize Microbot Medical’s Innovative Technology; Receives Not… https://t.co/XWMGSnbNcz,1
"Mohawk Industries, Inc.'s (NYSE:MHK) Earnings Dropped -19%, Did Its Industry Show Weakness Too?",0
Lowe's +5% on raising adjusted operating margin and earnings outlook for FY2019,1
"China, U.S. had 'constructive' phone call on trade - Xinhua",1
$PBR - Petrobras expects lower April production; makes oil discovery https://t.co/kSkaXkxlze,0
Jefferies warns on L Brands,0
"Dow breaks through 28,000 | Calamatta Cuschieri - MaltaToday",1
"$CDLX - Cardlytics: Share Price Justified, Profitability Possible In 2020. Get more updates here:… https://t.co/hkvs0ChKGo",1
"Energy has gone nowhere in the past decade, and it could get worse before it gets better https://t.co/PSDVJKnQ3B",0
Uber stock price target raised to $50 from $45 at Oppenheimer,1
$SCANX: Gapping down https://t.co/U2kUSweJOI,0
"$HD - Despite The Recent Pullback, HD Shares Are Not Yet A Buy. Read more: https://t.co/Fyi7Zct3Hz #investing #markets #finance",0
Wholesale inventories in the U.S. slip 0.2% in December,0
Uber shares spike as company says it will reach a key profitability goal sooner than expected,1
"The China-driven growth in beef consumption may soon be over, @davidfickling shows (via @bopinion) https://t.co/HU4iT9k1bQ",0
Estee Lauder shares jump premarket after earnings beat,1
GM stock price target cut to $30 from $32 at Deutsche Bank,0
Optimism among U.S. small businesses plummets by most ever https://t.co/VDRgZaincK via @business https://t.co/dyFcwSxnbQ,0
S&P 500 erases 2020 gains on concern the spread of the coronavirus will slam global economic growth... https://t.co/KFdhjTRC01,0
"Hedge Funds Are Dumping ImmunoGen, Inc. (IMGN)",0
RECAP 12/10 -Neg Comments: $SAN - DB $PTON - Citron $DBI - William Blair $CONN - Keybanc,0
$LDOS - Leidos bull positive on DoE contract win https://t.co/KCDOa63aHE,1
RECAP 11/22 Unusual Puts: $WMT Jan 120 P $BTU Feb 9 P $UBER Dec 28 P $GPS Mar 14 P $SPCE Dec 7.5 P $OLLI Dec 65 P… https://t.co/fgEcuNFyjC,0
S&P 500 and Dow down 0.1%,0
Hedge Funds Have Never Been This Bullish On Bloom Energy Corporation (BE),1
Marvell stock falls after Cowen double downgrade,0
Energizer shakes off JPMorgan's bear call,1
Blue-collar hiring in the U.S. has slowed to a trickle: Rex Nutting,0
Live Nation Falls After Report DOJ Is Preparing Legal Action,0
October Trailer Orders Hit 11-Month High,1
"$QQQ April $204 call open interest rises to 32,443 after 20,000 bought for $0.94 yesterday morning, then 10,000 at… https://t.co/eMTaCeMHIP",1
$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,1
Stock market news live: Stocks sink despite blowout January jobs data,0
Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO… https://t.co/NGkYTADOSt,0
"UPDATE: U.S. stocks rose Friday, recovering after three consecutive session of losses https://t.co/Hb08wK457g by… https://t.co/FfDox2BqHt",1
The resistance levels to watch as oil falls from its highest close in almost 12 weeks https://t.co/bJbf9pxUvs https://t.co/tkFMkH7AOS,0
Macau sector rallies off positive trade news,1
Lumber Liquidators' stock rallies after CEO Dennis Knowles resigned,1
Hedge Funds Are Dumping Altair Engineering Inc. (ALTR),0
Science Applications International Corporation (SAIC) Climbs 4.79% Today: Breaking Down The Root Causes - Find News,1
"Dow futures gain 57 points, or 0.2%; S&P 500 rises 4 points, or 0.1%",1
"TSB to close 82 branches, slash costs in strategy overhaul https://t.co/RWpUxn2xTH https://t.co/TUTUh0Au4G",0
Alex Gerko’s XTX Markets more than doubled profits last year https://t.co/bwn5Nld5u1,1
Here's Why Renewable Energy Group Shares Jumped as Much as 43.9% Today,1
"Apple saw China iPhone units fall in November, Credit Suisse says",0
"S&P 500 down by about 8 points, 0.2%, at the open",0
"Exxon was found not guilty in New York climate change case, ending the 4-year saga for the oil company. https://t.co/T2Zdt3jNiy",1
Bank of Ireland cuts key profit target as low rates take toll https://t.co/pWzgfDXDm3,0
Airbus racks up strong January orders,1
Popeyes Sandwich Demand Fuels Profit Beat at Burger King Owner,1
CRISPR Therapeutics down 5% after hours on equity offering,0
Kellogg's stock falls 3.5% premarket after Q4 results,0
Rising Crude Inventories Fail To Halt Oil Rally,1
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,1
Shale's Debt-Fueled Drilling Boom Is Coming To An End https://t.co/aCnoTpFlvt,0
Factbox: Automakers close factories in China due to virus outbreak,0
"January jobs report isn't a 'breakout to the upside', economists say",0
"BlackRock Inc. is pouring cold water on equity bulls, saying this year’s double-digit returns will be tough to matc… https://t.co/ug0vRRXxPv",0
Blackstone CEO Steve Schwarzman says the virus could wipe $5 trillion from GDP https://t.co/Kj4fVW2dRC,0
"Neste tops Q4 profit, dividend forecasts",1
"STOCKS NOW: - Dow up 1,131.98 points  - Nasdaq up 389.55  - S&P up 135.97 https://t.co/TU4DLQVnBW",1
Qudian sinks 5.3% after year guidance revenue shrinks,0
$W - Wayfair +4% after BofA bump https://t.co/1eBOorogVC,1
New wind farm financing in Europe to face delays in 2020: report https://t.co/PRnWG0VQtu https://t.co/LDU3NrEcye,0
Canada Goose downgraded to buy from strong buy at CFRA,0
"Macy's says weather, soft tourism and weak performance at lower-tier malls weighed in Q3",0
Qatar Insurance may have its ratings cut by one level at S&P Global Ratings https://t.co/Z9zuZQr7WM,0
Hedge Funds Have Never Been This Bullish On NVE Corporation (NVEC),1
A Chinese move on intellectual property is a promising sign for trade talks. The Open panel discusses… https://t.co/K7sRyhXOtB,1
"Texas settles with T-Mobile, Sprint over merger: statement",1
Biogen shares rise on patent resolution with Sawai,1
DMCI continues slide as government cancels extension of water concession deals - BusinessWorld Online,0
"$ITP Entry 1.05 @here Tissue Paper News Played it once already now going for new highs, has news saying earnings go… https://t.co/HyZvPnbOn5",1
Stocks open slightly lower as investors remain uncertain on trade deal,0
Vanguard Real Estate $VNQ sweep buys 4450 January $60 puts to open $4.90 to $5 offers after it retested a key support break this week,0
U.S. shale gas investors brace for write-downs amid price plunge https://t.co/r1cBgB4u2P https://t.co/SRyl3mtQ6Y,0
$VCEL - Vericel Corporation: A Must-Have Biotech Post-COVID-19 Sell-Off - Behind The Idea. https://t.co/H2xXFlIJJ7… https://t.co/abHJrHYhFD,0
Clovis Oncology stock price target cut to $8 from $12 at Evercore ISI,0
"In its 2020 equity outlook, Goldman predicts the S&P 500 will rise by 5% to 3250 in early 2020. ""However, rising po… https://t.co/3e9Zj6q3oQ",1
$BYND - JPMorgan reels in expectations on Beyond Meat https://t.co/bd0xbFGjkT,0
GrubHub stock price target raised to $40 from $34 at Oppenheimer,1
Merck and Bayer's vericiguat successful in late-stage heart failure study,1
Miners Are Facing Challenges Globally,0
California is slapping CVS with a $3.6 million fine for not following state recycling laws https://t.co/JDcPfP5Dd3,0
"Capacity Utilisation In Manufacturing Sector Drops To Lowest In A Decade, RBI Survey Shows",0
"Hasbro upgraded to buy from neutral at UBS, price target $117",1
S&P 500 down 0.2%; Nasdaq Composite down 0.3%,0
Results: Digi International Inc. Beat Earnings Expectations And Analysts Now Have New Forecasts,1
Matinas Rides Amarin's Coattails as Vascepa Wins FDA Panel Vote,1
WestRock stock price target raised to $48 from $42 at BofA Merrill Lynch,1
Dizzying swings are torching Wall Street predictions https://t.co/BvV6iItVRt,0
Heat Biologics started at buy with $1 stock price target at Maxim Group,1
Swiss watchdog continues Credit Suisse probe after CEO goes,0
Henkel : Withdraws 2020 View; 1Q Sales Were Hit by Virus  #Stock #MarketScreener https://t.co/aJ32Gf9E1R https://t.co/drsVsuphd1,0
Harvest Health & Recreation beats on revenue,1
Lawsuit against Boeing seeks to hold board liable for 737 MAX problems,0
How South Korea’s low birth rate adds to the case for QE https://t.co/GxY567Tu01,0
Turkish lira weakens past key 6-per-dollar level,0
$NSANY - Coronavirus impact hits auto supply chain https://t.co/rr0mlGVZXn,0
$SOYB $MOO $FTAG - Soybeans rebound as China trade talks make progress https://t.co/1mf2YHIujB,1
"Some jobless Americans will start seeing heftier unemployment checks as soon as this week, depending on where they… https://t.co/AHIHmzM836",0
"Bull sees 2020 upsides for MU, WDC",1
"$SNCA still liking and holding this stock. Worth reading ""This pipeline of product candidates has the potential to... https://t.co/qZBvHLc53E",1
The Bull Market Almost No One Saw Coming,1
Pinterest shares jump as company issues early Q1 guidance https://t.co/0xkFeDmlzE,1
"April gold falls 0.3% at $1,565.60/oz.",0
Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,0
Why Popeyes foot traffic soared in the third quarter: RPT,1
Asian Shares Mostly Higher; Hang Seng Jumps on Stimulus Expectations,1
Swedish gearmaker Ericsson expects 2.6 billion 5G subscriptions by end of 2025 https://t.co/WLnBwVZiaq https://t.co/3vB1JqvJ2L,1
L’Oreal Expects to Outperform Rivals Amid Temporary Virus Hit,1
Americans' outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in… https://t.co/5jeCXLXrrR,0
$AUPH - Aurinia's Successful Study In Lupus Nephritis Changes The Scope Of Treatment Options For Patients. Follow t… https://t.co/DbMxN5iCwi,1
"$SLV highs, 50,000 Jan $21/$30 call spreads bought",1
"Hedge Funds Are Selling Axos Financial, Inc. (AX)",0
Oil ends at its lowest level in more than a year as U.S. prices sink below $50 https://t.co/RcsR6VD6eg,0
"Tesla's stock falls 2.1% premarket, after tumbling 17.2% on Wednesday",0
Cash Woes at India Shadow Lenders Risk More Bad Debt at Banks,0
China's divorce rate spiked as couples emerged from quarantine - and it's a warning to the rest of the locked-down… https://t.co/GBLJvsYQ54,0
$RCII: Rent-A-Center provides update - March revenues were off by about 5% versus last year https://t.co/Yh2mZAMlK6,0
"$ESEA - Euroseas EPS beats by $0.02, beats on revenue https://t.co/DLAdR96vZr",1
PPG Industries stock price target raised to $113 vs. $105 at BofA Merrill Lynch,1
All major stock indexes have hit record intraday highs on heels of Trump tweets,1
Stock Market Update: ConocoPhillips forecasts $50 billion free cash flow over ten years,1
"The strike by about 3,200 Canadian conductors and railyard operators enters its 7th day https://t.co/evd7GQxQDr",0
"Market bounce is an 'aftershock' with 'pretty horrific' earnings to come, Citi analyst says https://t.co/GyG0DStncb",0
"$ACST if it breaks 78c, it can easily run to $1 definitely on watch.",1
"Stock market live Wednesday: S&P 500 erases coronavirus sell-off, Tesla's 2nd worst drop ever - CNBC",1
Starbucks +2% after JPMorgan lift,1
"Stocks rose after China moved to step up intellectual property protection, which investors hope may address a key c… https://t.co/iTu4wDK0AC",1
California department to reject Sezzle's application for lending license in state,0
Tobacco exports from Tanzania-a key crop and source of foreign exchange-could drop as much as 20% this year because… https://t.co/tphI9DEicz,0
$IMMU (+3.2% pre) FDA GRANTS FAST TRACK DESIGNATION TO SACITUZUMAB GOVITECAN FOR NEOADJUVANT/ADJUVANT METASTATIC UR… https://t.co/eNGyHs2SNz,1
"Stock Market Update: Stocks set for lower open after strong week, jobs report tops expectations",0
'Unfit' Uber stripped of London license #economy #MarketScreener https://t.co/wgqFijpV50 https://t.co/clmEwq2cJK,0
"Western Digital is ""flashing"" green, adding to the hope that the flash market   is improving (WDC) https://t.co/9moaLxySqN $WDC",1
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,1
"US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week's pivotal OPEC meeting https://t.co/WDUQEdhHtK",0
$STAY - Nomura Instinet loses confidence in Extended Stay America https://t.co/WrQXTC38nB,0
Tesla shares plummet as it plans delay to Model 3 deliveries in China due to coronavirus. https://t.co/q6OYKcdQ5Z https://t.co/aij4iYf04h,0
TikTok looks to diversify users as U.S. pressure mounts,0
"Australia Cuts Forecasts for Wage Increases, Economic Growth and Budget Surplus",0
Corbus Pharma down 13% premarket after pricing equity offering,0
"The S&P is up 0.9% and energy is the best performing sector; XLE is up 1.8%, double the S&P.",1
TJX Companies +1% after comparable sales impress,1
$BRFS - Swine Fever And Self-Improvement Leading To Real Progress At BRF. Sign up for updates on Seeking Alpha!… https://t.co/MnVCdaz0bf,1
Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,1
"CNBC-TV18 Market Highlights: Sensex ends 163 points higher, Nifty holds 12,100; PSU bank index up 2.6% - CNBCTV18",1
Energy Up Ahead Of Exxon Earnings -- Energy Roundup #economy #MarketScreener https://t.co/jVOrgnxqff https://t.co/kdZ4Hep8kI,1
Equipment and Event Rental Industry in the U.S. Continues Steady Growth Pattern,1
Did You Miss Immunodiagnostic Systems Holdings's (LON:IDH) 38% Share Price Gain?,1
$GM: Deutsche Bank cuts to Hold https://t.co/7Fv1ZiFZBS,0
Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,0
"$BLMN $EAT $SBUX - Restaurants stocks break higher, analysts reel in near-term expectations https://t.co/fOjVVJdfF0",1
$AIF - Apollo Tactical Income Fund cuts dividend by 9% https://t.co/BvblFTtyWK,0
The Acme United (NYSEMKT:ACU) Share Price Is Up 29% And Shareholders Are Holding On,1
$PYPL - PayPal's Honey Acquisition Makes No Sense. Subscribe to Seeking Alpha for more: https://t.co/wBY7mOoVa5… https://t.co/tulizfE8Vb,0
Long $WMT,1
Burberry says coronavirus hurting luxury demand,0
Stocks squeeze out gains Friday as investors don't fully buy China trade deal,0
GrubHub stock price target raised to $60 from $30 at Susquehanna,1
"The Zynga (NASDAQ:ZNGA) Share Price Has Gained 200%, So Why Not Pay It Some Attention?",1
Why Fiverr Stock Rose 11% in January,1
"Seattle Genetics Smashes Wall Street Estimates in Q4, but Its 2020 Guidance Disappoints",1
Stocks grab another round of records as Wall Street parses trade news,1
"A man is suing Burger King because the meatless Impossible Whopper is cooked on the same grill as meat products, th… https://t.co/2WEnjgoIr1",0
$LVMHF $LVMUY - LVMH Well Equipped To Weather Covid-19 Downturn. https://t.co/3NgTa8fX2P #finance #trading #markets,1
"S&P 500, Nasdaq touch records as stocks close higher on solid earnings",1
Financials Up On Signs Of Credit-Market Stability -- Financials Roundup #economy #MarketScreener… https://t.co/gSprQTSbKh,1
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,1
California Intensifies Fossil Fuel Fight With Drilling Ban,0
Investors are shrugging off weak data and trade snags that would have roiled markets just months ago  https://t.co/mDuxVvY8aB,1
Strong demand for the small business relief program is “a really good sign for what the economy might look like 2-3… https://t.co/2QRCX5iuAJ,0
Wall Street hits record high as trade hopes rise,1
Target Hospitality downgraded to perform from outperform at Oppenheimer,0
Norwegian Cruise Line downgraded to strong sell from hold at CFRA,0
Allstate CEO: Driving is way down due to coronavirus and 'we don't know' if trend will last https://t.co/7DK6AgJi9K,0
$SCANX: Gapping up https://t.co/I0UV1lISJU,1
Energy Up as Commodities Recoup Some Losses -- Energy Roundup #economy #MarketScreener https://t.co/xVXTRdf57N https://t.co/QiHQUaI2IU,1
Opera Limited Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next,1
Stock market news live: Stocks hit record highs after China announces plans to cut tariffs on $75 billion in US goods,1
BW Group trims its stake in DHT Holdings,0
Diffusion Pharma up 23% after hours on positive TSC data,1
Hasbro stock up 3.5% in Monday trading,1
$WTRH back over $1,1
The underlying trend remains to the downside  #Stock #MarketScreener https://t.co/SnBOfWESuP https://t.co/aw02S6u7Io,0
Uber's stock surges 7.9% premarket toward 6-mo. high after Q4 results late Thursday,1
Europe's LNG imports expected to soar to 100 mln tonnes in 2020 #economy #MarketScreener https://t.co/qHpLYbUTlB https://t.co/MlQzA7HTc3,1
$PLAY - Dave & Buster's +3% after guidance satisfies https://t.co/xXb6wPjScy,1
"$CANF - Can-Fite up 22% premarket on ""positive"" Namodenonson data in NASH https://t.co/iV5errVN6S",1
U.S. safety board chair criticizes Uber for 2018 fatal self-driving crash,0
"Higher Real Rates Affect Economic Growth, Says Bank of America Securities",0
"$WTS - Watts Water Technologies EPS beats by $0.02, beats on revenue https://t.co/kuHw2KxiDC",1
Wall Street bounces back from a steep sell-off. Here's what to expect next (via @TradingNation) https://t.co/aPilBCa4u3,1
"Target's stock soars toward record high after profit and revenue beats, raised guidance",1
New York Times Q4 revenue $508.4 mln vs. $502.7 mln; FactSet consensus $502 mln,1
JPMorgan Chase CEO Jamie Dimon said he sees a 'bad recession' in 2020. More here: https://t.co/YZkgXZzJUx https://t.co/6YDSlmQArh,0
Semis Vs. Energy - A New High. https://t.co/04IZ5D953O #stocks #finance #trading,1
$POIA this is a great PR. I would not be surprised seeing this stock trading above $2 in after-hours.,1
Why 51job Shares Dropped 15% Last Month,0
"$RNG - RingCentral EPS beats by $0.01, beats on revenue https://t.co/ObtDrGnFq4",1
Skechers Stock Pops on Encouraging Earnings: What You Need to Know,1
CVS Health stock price target raised to $90 from $85 at SunTrust RH,1
"engage:BDR : 25 New Clients, Revenue Growth & Balance Sheet Improvements #engage:BDR #Stock #MarketScreener… https://t.co/bwNFFeO1w4",1
Lackluster U.S. retail sales cast shadow on fourth-quarter economic growth,0
$MJ: Marijuana names mostly underperforming following three straight days of relative outperformance https://t.co/EFLE9ooKYA,0
Apple Just Put the Swiss Watch Industry to Shame,1
$TEVA - Teva inks early-stage drug research deals https://t.co/yqK6GHv0Ff,1
U.S. consumer sentiment rose to a seven-month high https://t.co/yAvqleN0hA,1
Grupo Aeroportuario reports 10% increase in January traffic,1
"Atlas Air Worldwide Holdings, Inc. (AAWW): Hedge Fund Interest Taking A Nosedive",0
Equinor misses on revenue,0
Newmont Goldcorp Is Poised to Outperform,1
Hanesbrands stock price target cut to $13 vs. $16 at BofA Merrill Lynch,0
The pound is ending a tumultuous month on a high note just hours before Britain exits the European Union https://t.co/BGFFLxPosH,1
Achieve Life Sciences down 34% after pricing equity offering,0
$COMDX: Natural gas inventory showed a draw of 115 bcf vs a 137 bcf draw last week https://t.co/MujjhgPyDZ,1
"LISTEN NOW: Wall Street sees some positive coronavirus news, with signs the curve may be bending in parts of the wo… https://t.co/nhJWp1yOqQ",1
$AQST: Aquestive Therapeutics confirms FDA approval for Exservan Oral Film for the treatment of amyotrophic lateral… https://t.co/PIRPvqJ4s7,1
$PDSB 3x avg daily volume today. Added 30k shares today....  holding overnight. Can easily run to $1.2,1
USMCA Deal a Victory for High-Tech Trade Blog: 12/10/19 #economy #MarketScreener https://t.co/Ed6cq7hSRC https://t.co/pudUfuBacF,1
"Study Finds Most Packaged Foods Contain Dangerously High Levels Of Salt, Fat",0
$TSLA (+4.6% pre) Longer range China-made Model 3  https://t.co/QnWD8NMg95,1
"Philip Morris Q4 $1.04, down 15.4%",0
Twitter -3.5% in pullback after double-digit gain,0
What is Yandex? Here's a look at the company that's beating Google in Russia. https://t.co/zEFylkETf0 https://t.co/VOzL5jGbRK,1
"Nasdaq-100 futures retreat 15 points, or 0.2%",0
ATyr Pharma down 4% premarket after pricing equity offering,0
BJ's Wholesale narrows 2019 EPS outlook to $1.42-$1.50 from $1.44-$1.48,0
Fed Liquidity Drain Spoils Virus-Surge-Inspired Stock Buying-Panic | Zero Hedge https://t.co/wnLxXP4sHu,0
Here's Why Athenex Stock Is Sliding Today,0
$LULU: Barclays starts at Overweight https://t.co/MCyfTsXc2N,1
"Oil Hits 3-Month High, Catching up on U.S.-China News",1
"$ASLN $KZIA $XXII - KL, CBAY among premarket losers https://t.co/ITIV0JhjBM",0
S&P 500 falls for first time this week as momentum seeps out - KPRC Click2Houston,0
U.S. consumer debt grew in February by the most in 7 months https://t.co/tWHZnsEPW2,0
"The coronavirus is a 'black swan' for oil and energy markets, says Ned Davis Research https://t.co/pm0Dv01lGW",0
arGen-X stock price target raised to $255 vs. $203 at Instinet,1
Kazia Announces Positive Interim Efficacy Data From GDC-0084 Phase Ii Studyin Glioblastoma Released at SNO Conferen… https://t.co/Bn7gXP51EJ,1
"Stock Market Update: Stock market opens firmly higher, tech stocks lead",1
Hedge Funds Are Selling Covanta Holding Corporation (CVA),0
$VC - Visteon faces lawsuit on home turf https://t.co/TX8UiKK5ZJ,0
Uber may be about to lose the right to operate in London https://t.co/PWXX1xSAOj,0
Anthem stock price target raised to $330 from $300 at SunTrust RH,1
LiveXLive Media : Up 29%; In Content Deal With Samsung #LiveXLiveMedia #Stock #MarketScreener… https://t.co/El6JkZ5rPv,1
"Former Fed chief Bernanke sees bad year, no quick recovery #economy #MarketScreener https://t.co/YaN7qVv5aq https://t.co/zn3oEbjuL7",0
UPDATE 1-FDA declines to approve Adamis Pharma's Zimhi to treat opioid overdose,0
"$TCO: Taubman Centers beats by $0.07, beats on revs -- co to be acquired by Simon Property (SPG) for $52.50/share i… https://t.co/najoVPPhEY",1
"Gorman-Rupp EPS misses by $0.06, misses on revenue",0
ScalpTrader's recent monster Preferred plays $DCPprB $NGLSprA $TWOprB took off for an average gain of +105% overnig… https://t.co/71rIsHnOfW,1
From @BreakingViews: Why Italy and France have bad economic headaches https://t.co/quLJ6Us2gR,0
L'Oreal Expects Short-Term Virus Hit,0
Goldman adds Workday to conviction list; shares +1%,1
Oil prices fall but hold near three-month high on trade deal agreement,0
$WORK up over 7% big move today,1
RPM International stock price target raised to $79 vs. $75 at BofA Merrill Lynch,1
Off-price retailer TJX shares rise after earnings and sales beat expectations,1
The sky is falling as the entire cryptocurrency market crashes,0
"Wall Street rally continues, Dow and S&P 500 open up over 3% at market open https://t.co/txI62R3frj",1
$TSLA - Tesla jumps to four-week high https://t.co/6PgUT4oPO3,1
"For the week, the S&P rose 0.7%, the Dow is up 0.4%, and the Nasdaq gained 0.9%",1
Macy's Q3 adj. EPS 7 cents; FactSet consensus breakeven,1
U.S. stock market opens lower after hotter-than-expected jobs report,0
$AYTU (-1.3% pre) Aytu BioScience Receives $23.0 Million from Warrant Exercises - SI https://t.co/i7KwoMuVvr,0
Hanesbrands EPS and revenue in-line,1
CITRON SAYS IT'S LONG ON LUCKIN COFFEE  MW vs CItron,1
Lifeblood of Amazon merchants threatened as coronavirus infects Chinese workers,0
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,1
"Stock Market Live Updates: S&P 500, Nasdaq, Dow post record closing highs - Yahoo Canada Finance",1
Dow Jones Industrial Average retreats 63 points,0
Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey,1
"Hedge Funds Have Never Been This Bullish On Diamond Hill Investment Group, Inc. (DHIL)",1
China Bucks Global Research Cuts as Analyst Count Hits Record,1
What Bad News? Investors Keep Stocks Rising--Update #economy #MarketScreener https://t.co/ExrV4T1guP https://t.co/6n0A3MHaZF,1
Why pensions across the world are in crisis https://t.co/JJxAS7ufuD,0
E-mini NASDAQ-100 Index (NQ) Futures Technical Analysis – Trade Through 8216.25 Changes Trend to Down,0
$OXY up more than a percent on reports Carl Icahn was looking to nominate as many as 10 directors  https://t.co/TM6zoisxqi,1
Asian Shares Tumble as Trump Threatens Higher Tariffs,0
"The outlook for Finland's economy has dramatically worsened due to the coronavirus outbreak, with the country's cen… https://t.co/RZBkoqrsm0",0
European markets soar after Boris Johnson's victory,1
Good News for Everyone - Private Equity is Set to Grow at the Stock Market's Expense,1
Tesla's stock surges 8.8% to top the $800 level,1
$IQ strong action so far. Breakout watch over 20.48 https://t.co/6uwc6PW8e7,1
Citadel Dominates Multistrategy Peers With 3.4% Gain,1
"World’s Largest Pension Fund Gains on Stocks, Foreign Debt",1
$HPQ (+0.8% pre) HP reiterates its rejection of Xerox's $XRX offer to buy the company - Reuters  https://t.co/5XPwX0QNXa,1
"Alcon EPS in-line, beats on revenue",1
